MaritalStatus,ApplicationMode,ApplicationOrder,Course,DaytimeEveningAttendance,PreviousQualification,PreviousQualificationGrade,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,AdmissionGrade,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,International,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Status
Married,Change of Course,1,Communication Design,Daytime,Higher Education - Bachelor's Degree,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140,Yes,0,0,1,Male,No,38,No,14,18,18,18,14,0,13,18,18,18,14,0,16,0,0,Graduate
Single,1st Phase - General Contingent,6,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,126,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,116,Yes,0,0,1,Male,Yes,20,No,0,5,6,5,14,0,0,5,7,5,13,0,8,1,3,Graduate
Single,2nd Phase - General Contingent,5,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,118,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,120,Yes,0,0,1,Male,No,20,No,0,5,10,3,13,0,0,5,11,5,13,0,12,0,1,Graduate
Single,Over 23 Years Old,1,Veterinary Nursing,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",103,No,0,0,1,Male,No,25,No,0,6,0,0,0,0,0,6,0,0,0,0,10,1,1,Dropout
Single,2nd Phase - General Contingent,2,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,121,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Other administrative support staff,Other administrative support staff,111,Yes,0,0,1,Male,No,19,No,0,6,9,5,12,0,0,6,10,4,11,0,8,1,3,Graduate
Single,2nd Phase - General Contingent,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,148,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",148,No,0,0,1,Male,No,18,No,0,5,6,5,16,0,0,5,8,5,16,0,8,1,3,Graduate
Single,Change of Course,1,Management (evening attendance),Evening,Other - 11th Year of Schooling,133,Portuguese,Other - 11th Year of Schooling,Other - 11th Year of Schooling,Unskilled Workers,Unskilled Workers,120,No,0,0,1,Male,No,28,No,7,13,13,7,10,0,5,11,13,5,10,0,10,1,1,Dropout
Single,1st Phase - General Contingent,2,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,125,Yes,0,0,1,Male,No,18,No,0,5,5,0,0,0,0,5,5,0,0,0,9,0,-3,Enrolled
Single,1st Phase - General Contingent,1,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,132,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,120,Yes,0,0,1,Male,Yes,20,No,0,6,7,6,13,0,0,6,8,6,13,0,8,1,3,Graduate
Single,1st Phase - General Contingent,1,Equinculture,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140,Portuguese,Higher Education - Master's,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,127,No,0,0,1,Male,No,18,No,0,6,7,6,14,0,0,6,9,6,14,0,11,0,2,Graduate
Single,2nd Phase - General Contingent,3,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,112,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,106,Yes,0,0,1,Male,No,19,No,0,5,7,5,10,0,0,5,6,4,10,0,12,0,1,Graduate
Single,Transfer,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,100,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,100,No,0,1,1,Male,No,24,No,0,8,16,2,10,1,0,8,16,2,10,1,12,3,-1,Dropout
Single,2nd Phase - General Contingent,4,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,126,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",123,Yes,0,0,1,Male,No,21,No,0,6,0,0,0,0,0,6,0,0,0,0,10,1,1,Dropout
Single,1st Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,150,Portuguese,Higher Education - Degree,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",139,No,0,0,1,Male,Yes,20,No,0,6,7,6,14,0,0,6,6,6,14,0,12,3,-1,Graduate
Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,150,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,150,Yes,0,0,1,Male,No,21,No,0,6,12,5,13,0,0,6,6,5,12,0,13,0,0,Graduate
Married,1st Phase - General Contingent,1,Oral Hygiene,Daytime,Secondary Education - 12th Year of Schooling or Eq.,144,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Unskilled workers in extractive industry, construction, manufacturing and transport",Other administrative support staff,139,No,0,1,1,Male,No,24,No,0,7,7,7,12,0,0,8,10,7,13,0,10,1,1,Graduate
Single,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,154,No,0,0,1,Male,No,27,No,0,5,0,0,0,0,0,5,0,0,0,0,10,1,1,Dropout
Single,2nd Phase - General Contingent,6,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,115,Yes,0,1,0,Male,No,19,No,0,5,8,4,12,0,0,5,9,5,10,0,8,1,3,Enrolled
Single,Over 23 Years Old,1,Social Service (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",119,No,0,0,1,Male,No,39,No,3,9,10,9,13,0,2,7,8,7,13,0,8,1,3,Graduate
Single,Over 23 Years Old,1,Biofuel Production Technologies,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,96,No,0,0,1,Male,No,25,No,0,7,13,2,15,0,0,7,12,2,11,0,12,0,1,Dropout
Single,Holders of Other Higher Courses,1,Animation and Multimedia Design,Daytime,Higher Education - Degree,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,130,No,0,0,0,Male,No,18,No,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-3,Dropout
Single,Change of Course,1,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,128,No,0,0,1,Male,No,19,No,6,12,12,12,13,0,6,12,12,12,13,0,10,1,1,Graduate
Single,3rd Phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,124,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,126,No,0,0,1,Male,Yes,21,No,0,6,8,5,13,0,0,6,6,4,14,0,13,0,0,Graduate
Single,Holders of Other Higher Courses,1,Management (evening attendance),Evening,Higher Education - Degree (1st Cycle),130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,130,No,0,0,1,Male,No,27,No,0,5,0,0,0,0,0,5,0,0,0,0,8,1,3,Dropout
Single,1st Phase - General Contingent,3,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,124,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,116,Yes,0,0,1,Male,No,19,No,0,5,6,0,0,0,0,5,6,0,0,0,7,2,0,Enrolled
Single,2nd Phase - General Contingent,3,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,132,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen",125,Yes,0,0,1,Male,No,18,No,0,8,8,7,13,0,0,8,8,7,13,0,10,1,1,Enrolled
Single,Holders of Other Higher Courses,1,Advertising and Marketing Management,Daytime,Higher Education - Degree,110,Portuguese,2nd cycle of the general high school course,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,110,Yes,0,0,1,Male,No,27,No,7,12,12,9,12,0,6,11,11,6,13,0,9,0,-3,Dropout
Single,1st Phase - General Contingent,3,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,127,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Intermediate Level Technicians and Professions,133,Yes,0,1,1,Male,No,18,No,0,6,6,6,13,0,0,6,7,5,11,0,12,3,-1,Dropout
Single,1st Phase - General Contingent,1,Equinculture,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Degree,Unskilled Workers,Legislative Power and Executive Bodies,117,No,0,0,1,Male,No,19,No,0,5,14,2,11,2,0,5,8,5,11,3,9,0,-3,Enrolled
Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,140,No,0,0,1,Male,No,19,No,0,6,15,3,13,0,0,6,9,1,12,0,13,0,0,Dropout
Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,150,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Legislative Power and Executive Bodies,Legislative Power and Executive Bodies,150,No,0,0,1,Male,No,22,No,0,6,12,3,13,0,0,6,12,3,12,0,15,2,-4,Enrolled
Single,1st Phase - Special Contingent (Madeira Island),2,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",133,Yes,0,0,1,Female,No,18,No,0,6,6,6,13,0,0,6,6,6,12,0,10,1,1,Graduate
Single,1st Phase - Special Contingent (Madeira Island),4,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,109,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,137,Yes,0,0,1,Female,Yes,18,No,0,6,7,6,12,0,0,6,8,5,12,0,10,1,1,Graduate
Single,Change of Course,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Higher Education - Master's,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Legislative Power and Executive Bodies,128,No,0,0,1,Female,No,23,No,7,11,18,11,15,1,2,6,7,6,14,0,9,0,-3,Dropout
Single,3rd Phase - General Contingent,4,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Master's,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",129,Yes,0,1,0,Male,No,20,No,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-3,Dropout
Single,2nd Phase - General Contingent,3,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,134,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,129,Yes,0,0,1,Male,No,18,No,0,6,7,6,13,0,0,6,7,6,12,0,16,0,0,Graduate
Single,1st Phase - General Contingent,4,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",129,Yes,0,0,1,Male,No,18,No,0,6,6,6,12,0,0,6,8,6,12,0,12,0,1,Graduate
Single,2nd Phase - General Contingent,3,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,135,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Office workers, secretaries and data processing operators","Unskilled workers in extractive industry, construction, manufacturing and transport",121,Yes,0,0,1,Male,No,18,No,0,5,7,5,11,0,0,5,9,3,12,0,8,1,3,Enrolled
Single,2nd Phase - General Contingent,2,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,132,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,141,Yes,0,0,1,Male,No,20,No,0,6,6,6,11,0,0,6,6,6,12,0,12,3,-1,Graduate
Single,1st Phase - General Contingent,3,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,135,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Administrative staff,129,Yes,0,0,1,Male,No,20,No,0,6,6,5,12,0,0,6,11,3,12,0,15,2,-4,Graduate
Single,Technological Specialization Diploma Holders,1,Communication Design,Daytime,Technological Specialization Course,100,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,106,No,0,0,1,Male,No,21,No,2,7,7,5,11,0,5,9,9,5,11,0,12,0,1,Dropout
Single,Change of Course,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,144,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative staff,121,No,0,0,1,Male,No,22,No,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,Enrolled
Single,2nd Phase - General Contingent,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,121,Yes,0,0,1,Male,No,20,No,0,5,7,5,15,0,0,5,7,5,14,0,11,0,2,Dropout
Single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,117,No,0,1,1,Male,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,15,2,-4,Enrolled
Single,Technological Specialization Diploma Holders,1,Informatics Engineering,Daytime,Technological Specialization Course,130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",130,Yes,0,0,1,Male,No,19,No,0,5,9,2,12,0,0,5,10,3,11,0,12,0,1,Enrolled
Single,2nd Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,117,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,117,Yes,0,0,1,Male,No,20,No,0,6,9,6,14,0,0,6,7,6,13,0,8,1,3,Graduate
Single,Technological Specialization Diploma Holders,1,Veterinary Nursing,Daytime,Technological Specialization Course,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",140,Yes,0,0,1,Male,No,19,No,2,6,10,4,12,0,1,6,16,2,12,0,12,0,1,Dropout
Single,1st Phase - General Contingent,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,132,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th Year of Schooling,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,133,Yes,0,0,1,Male,No,19,No,0,5,7,3,12,0,0,6,10,2,10,0,11,0,2,Dropout
Single,International Student (Bachelor),1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Brazilian,Higher Education - Bachelor's Degree,Higher Education - Bachelor's Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,100,No,0,1,1,Male,No,24,Yes,2,8,8,7,13,0,1,6,8,6,11,0,8,1,3,Enrolled
Single,2nd Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,132,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,119,No,0,1,1,Male,No,18,No,0,6,6,3,12,0,0,6,11,4,11,0,10,1,1,Dropout
Single,1st Phase - General Contingent,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,148,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,129,No,0,0,0,Male,Yes,18,No,0,5,6,5,15,0,0,5,6,5,14,0,8,1,3,Enrolled
